rank,name,price,sales7,gmv7,sales_total,gmv_total,commission,listed_days,shop,category,rating,reviews,sales_growth,source,price_score,growth_score,commission_score,competition_score,lifecycle_score,shop_score,market_heat,viability,potential,markers
500,MONDAY One Ready to Ship HAT,12.0,2.0,24.0,2.0,24.0,,4,Howdy Honey Boutique,时尚配件,,,,products_new_us.csv,100.0,58.9,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
39,S925 Sterling Silver Oval Amethyst Celtic Trinity Knot Wide Band Ring Side Purple CZ Hollow Interwoven Filigree Statement Ring Unisex February Birthstone Irish Wicca Jewelry Anniversary St Patrick’s Day Valentine Gift For Him Her Women Men,21.99,120.0,2638.8,120.0,2638.8,10.0,4,SilverRena Jewelry,时尚配件,,,,products_new_us.csv,100.0,63.6,50.0,20.0,100.0,60.0,74.5,63.5,65.6,价格战红海
169,Minimalist Pinhole Glasses Fashion Unisex Clear Frame Black Glasses Style Streetwear Aesthetic Eyewear for Men Women Natural Vision Care Astigmatism Relaxation Anti Eye Strain Fatigue Relief Pin Hole Glasses Daily Accessory,5.39,16.0,86.24,16.0,86.24,11.0,4,XLLZQH Shop,时尚配件,,,,products_new_us.csv,100.0,59.5,55.0,20.0,100.0,60.0,71.6,64.8,65.1,价格战红海
,MON (111) Grace -14K GOLD FINISH– NO CANCELLATIONS- ALL SALES ARE FINAL,1.0,671.0,671.0,774.0,774.0,,4,NOX JEWELS,时尚配件,,,,products_new_us.csv,60.0,82.8,60.0,20.0,100.0,60.0,88.0,52.0,64.9,暴涨新星
147,"Women’s 5PCS Stackable Charm Bracelets - Gold Tone Stretch Set with Faux Pearl, Beaded Charm, Cross Motif for Casual Wear, Elastic Bracelets, Fashion Bracelet",8.99,22.0,219.58,22.0,220.67,10.0,4,WarmHue,时尚配件,,,,products_new_us.csv,100.0,59.7,50.0,20.0,100.0,60.0,71.8,63.5,64.4,价格战红海
178,Disney Store Eeyore Plush Keychain Bag Charm – Winnie the Pooh – Blue – 5'' – Exclusive – D23: The Ultimate Disney Fan Event,21.99,15.0,329.96,15.0,329.96,10.0,4,Disney Store,时尚配件,,,,products_new_us.csv,100.0,59.5,50.0,20.0,100.0,60.0,71.6,63.5,64.3,价格战红海
185,"Women’s Rhinestone Waist Chain, Crystal Body Chain Jewelry Belt, Y2K Fashion Accessories for Women, Sparkling Hip Chain for Bikini Outfits, Festival Party Vacation Jewelry and Trendy Summer Outfit Decor",12.99,14.0,181.86,14.0,181.86,10.0,4,PickNShine Shop,时尚配件,,,,products_new_us.csv,100.0,59.4,50.0,20.0,100.0,60.0,71.6,63.5,64.3,价格战红海
206,"6-Inch Viral Brown Blonde Highlight Short Shaggy Wig, Multi-Layer Contour Cut, Realistic Natural Roots, Wigs for Cosplay, Parties, And Stage Performances, Comic Con Cosplay Accessory",21.99,12.0,251.78,12.0,280.76,10.0,4,LuoShuangYingShop,时尚配件,,,,products_new_us.csv,100.0,59.3,50.0,20.0,100.0,60.0,71.5,63.5,64.3,价格战红海
214,"Tewiky 14KGold Necklace-Waterproof, non-fading, and stackable jewelry; a stylish, exquisite stackable bracelet -a fashionable accessory for women and an ideal gift.",15.99,11.0,176.0,11.0,175.99,10.0,4,Tewiky official,时尚配件,,,,products_new_us.csv,100.0,59.3,50.0,20.0,100.0,60.0,71.5,63.5,64.3,价格战红海
220,Unisex Classic Baseball Cap Letter B Embroidered Design Durable Adjustable Size Reathable Soft Daily Wear Men And Women Hat Travel Fit Casual Outing Caps,13.98,10.0,139.8,10.0,165.9,10.0,4,Hat Styles,时尚配件,,,,products_new_us.csv,100.0,59.3,50.0,20.0,100.0,60.0,71.5,63.5,64.3,价格战红海
60,$10 Gigi and Max Baby & Toddler - Final Sale,19.0,76.0,1444.0,125.0,2375.0,,4,Gigi and Max,时尚配件,,,,products_new_us.csv,100.0,54.0,60.0,20.0,100.0,60.0,67.8,66.0,64.2,价格战红海
300,"HD Progressive Multifocal Glasses, Blue Light & UV Protection, Unisex Computer Readers",9.99,6.0,59.94,6.0,59.94,10.0,4,ClearSight Readers Shop,时尚配件,,,,products_new_us.csv,100.0,59.1,50.0,20.0,100.0,60.0,71.4,63.5,64.2,价格战红海
338,Disney Store Mickey Mouse Plush Keychain Bag Charm – Purple – 7 1/4'' – Exclusive – D23: The Ultimate Disney Fan Event,22.0,4.0,88.0,4.0,88.0,10.0,4,Disney Store,时尚配件,,,,products_new_us.csv,100.0,59.0,50.0,20.0,100.0,60.0,71.3,63.5,64.2,价格战红海
350,Back to School Supplies Chunky Multi Color Resin Beaded Statement Choker Necklace Y2K Aesthetic Retro Pop Baddie Jewelry Gift For Women,10.6,4.0,42.4,4.0,42.56,10.0,4,OPQ Atelier,时尚配件,,,,products_new_us.csv,100.0,59.0,50.0,20.0,100.0,60.0,71.3,63.5,64.2,价格战红海
414,"Photochromic Polarized Sunglasses for Men & Women, UV400 Rectangular Driving Sunglasses, Auto Tint Color Changing Glasses for Outdoor Fishing Cycling Travel, Sunglasses For Women, Men's Sunglasses",7.56,3.0,22.68,3.0,22.68,10.0,4,FY-Shop,时尚配件,,,,products_new_us.csv,100.0,59.0,50.0,20.0,100.0,60.0,71.3,63.5,64.2,价格战红海
429,"Women'S Short Gray-Silvery Wig, Layered Pixie Cut with Bangs, Synthetic Short Gray Hair Wig, Ready to Wear",21.8,3.0,65.48,3.0,65.48,10.0,4,LuoShuangYingShop,时尚配件,,,,products_new_us.csv,100.0,59.0,50.0,20.0,100.0,60.0,71.3,63.5,64.2,价格战红海
432,"Baby Safety Helmet for Toddlers, Soft Protective Head Cushion Hat for Crawling Walking Learning, Infant Fall Prevention Helmet with Cute Bear Ear Design, Lightweight Breathable Baby Head Protector for Boys Girls, Newborn Baby Essentials Gift",20.0,3.0,59.97,3.0,59.97,10.0,4,PickNShine Shop,时尚配件,,,,products_new_us.csv,100.0,59.0,50.0,20.0,100.0,60.0,71.3,63.5,64.2,价格战红海
464,"Fluffy Fuzzy Beanie Hat for Women Men, Soft Knit Winter Hat, Cozy Warm Y2K Streetwear Cap, Trendy Fashion Accessory",10.0,2.0,19.98,2.0,19.98,10.0,4,PickNShine Shop,时尚配件,,,,products_new_us.csv,100.0,58.9,50.0,20.0,100.0,60.0,71.3,63.5,64.2,价格战红海
476,"Adjustable Sci-Fi Mechanical Gloves Set with Unique Mechanical Design, Featuring Claw Rings And Skeleton Structure, Classic And Fashionable Silvery And Black Color, Metal Material, No Feathers, with Knuckles",20.89,2.0,41.78,2.0,41.78,10.0,4,LuoShuangYingShop,时尚配件,,,,products_new_us.csv,100.0,58.9,50.0,20.0,100.0,60.0,71.3,63.5,64.2,价格战红海
493,"Women's synthetic asymmetrical short bob wig, suitable for cosplay, daily wear, and themed parties--smooth straight hair with an asymmetrical cut, suitable for costume wigs, photography styling, and can be matched with various skin tones and hairstyles",18.7,2.0,40.72,2.0,40.72,10.0,4,MuseChic,时尚配件,,,,products_new_us.csv,100.0,58.9,50.0,20.0,100.0,60.0,71.3,63.5,64.2,价格战红海
6,L3A mystery pulls [stainless steel] jewelry,3.0,542.0,2140.0,552.0,2180.0,,4,Joyshinefashion,时尚配件,,,,products_new_us.csv,60.0,80.0,60.0,20.0,100.0,60.0,86.0,52.0,64.0,暴涨新星
7,AB5 Fashionable camera,1.0,532.0,10600.0,566.0,566.0,,4,VetroLux Co,时尚配件,,,,products_new_us.csv,60.0,78.8,60.0,20.0,100.0,60.0,85.1,52.0,63.6,
20,S925 SOLID SILVER - MOISSANITE,34.0,203.0,6009.0,162.0,5508.0,,4,Helia Spark,时尚配件,,,,products_new_us.csv,70.0,72.0,60.0,20.0,100.0,60.0,80.4,55.5,63.6,
466,"Unisex Happy Dad Hard Seltzer Patch Print Visor Hat - Classic Blue and White Mesh Back, Adjustable Strap, Bendable Baseball Cap, Casual Beach Streetwear, TikTok Viral Trendy, Do Not Wring, Sports, Trucker Hats, Clip, Daily, Hand Wash Only Hats sohochic",12.99,2.0,25.98,2.0,25.98,9.0,4,TeeQueen,时尚配件,,,,products_new_us.csv,100.0,58.9,45.0,20.0,100.0,60.0,71.3,62.2,63.4,价格战红海
105,"12 Inch Short Wavy Hair Topper for Thinning Hair Women, 6.5x6.5 Breathable Base, Curly Wave Synthetic Hairpiece, Instant Volume & Coverage",17.47,35.0,611.45,35.0,611.45,8.0,4,LORITA FEKIX,时尚配件,,,,products_new_us.csv,100.0,60.3,40.0,20.0,100.0,60.0,72.2,61.0,63.1,价格战红海
106,"5 Pairs Women's Large Frame Fashion Glasses, Summer Sun Protection, Beach Accessories, Casual Style Oversized Pilot Frames, Perfect for, Back-To-School Season, Fashion Eyewear",14.5,34.0,366.18,34.0,366.18,8.0,4,Active Eyes,时尚配件,,,,products_new_us.csv,100.0,60.2,40.0,20.0,100.0,60.0,72.1,61.0,63.1,价格战红海
406,"# 0383 14k Gold-Plated Men's Rosary, 22in High-Quality Daily Wear Accessory",34.99,3.0,104.97,3.0,104.97,16.5,4,Andrea Joyas laminadas,时尚配件,,,,products_new_us.csv,70.0,59.0,82.5,20.0,100.0,60.0,71.3,61.1,63.1,高佣爆款
9,ACABADO ORO 14K -SIN CANCELACIONES- ROJO,1.0,446.0,446.0,447.0,447.0,,4,GoldenHour,时尚配件,,,,products_new_us.csv,60.0,76.5,60.0,20.0,100.0,60.0,83.6,52.0,63.0,
133,Brown Layered Wigs with Curtain Bangs 20 Inch Long Wavy Natural Looking Middle Part Synthetic Hair Wig for Women Brown with Highlights,19.6,26.0,509.6,26.0,511.68,8.0,4,Wig Tools,时尚配件,,,,products_new_us.csv,100.0,59.9,40.0,20.0,100.0,60.0,71.9,61.0,63.0,价格战红海
10,TUE (111) Grace -14K GOLD FINISH– NO CANCELLATIONS- ALL SALES ARE FINAL,4.0,439.0,1756.0,439.0,1756.0,,4,NOX JEWELS,时尚配件,,,,products_new_us.csv,60.0,76.3,60.0,20.0,100.0,60.0,83.4,52.0,62.9,
196,"Men's Luxury Handmade Crown Bracelet, Colorblock Stainless Steel Open Cuff, Braided Blue Zircon Crown Bracelet, Elegant Jewelry Bracelet, Durable Bracelet, Perfect Gift for New Year and Valentine's Day",6.04,13.0,78.52,13.0,78.52,8.0,4,MANORSAGA FASHION JEWELRY,时尚配件,,,,products_new_us.csv,100.0,59.4,40.0,20.0,100.0,60.0,71.6,61.0,62.8,价格战红海
245,"12 Pcs Chunky Gold Rings for Women Non Tarnish Statement Flower Ring, Stackable Open Stacking Rings, Big Knuckle Trendy Ring Set Jewelry Gift",9.4,9.0,84.6,9.0,84.6,8.0,4,Lemo Fashion Store,时尚配件,,,,products_new_us.csv,100.0,59.2,40.0,20.0,100.0,60.0,71.5,61.0,62.8,价格战红海
253,"5pcs Cute Cartoon Duckbill Hair Clips, Bunny Cat Pattern, Y2K Style, Super Cute Clips, Acrylic Clips, Hair Clip Set, Hair Decor, Ideal for Gifts, Daily Wear, Parties, Holidays Barrettes",5.5,8.0,47.36,8.0,47.36,8.0,4,Golden Mood,时尚配件,,,,products_new_us.csv,100.0,59.2,40.0,20.0,100.0,60.0,71.4,61.0,62.8,价格战红海
282,"8pcs Women's Mini Crystal Sparkling Brooch Set, Rhinestone Butterfly, Cherry, Butterfly, Star, Heart Pins, Cute Accessories, Elegant Gift Set",8.6,6.0,52.08,6.0,52.08,8.0,4,Boutique Precious,时尚配件,,,,products_new_us.csv,100.0,59.1,40.0,20.0,100.0,60.0,71.4,61.0,62.7,价格战红海
292,"8 Pcs Luxury Pearl Rhinestone Brooches, Brooch Pins, Anti-Strap Slippage Neckline Clip, Elegant Alloy Flower Sun Design, Perfect for Office & Parties",18.18,6.0,109.08,6.0,109.08,8.0,4,Boutique Precious,时尚配件,,,,products_new_us.csv,100.0,59.1,40.0,20.0,100.0,60.0,71.4,61.0,62.7,价格战红海
303,"Long Straight Headband Style Wig for Women, 24 Inch Highlight, Glueless Synthetic Hair, Heat Resistant, Beginner Friendly",19.62,6.0,117.72,6.0,117.72,8.0,4,Easy Wig,时尚配件,,,,products_new_us.csv,100.0,59.1,40.0,20.0,100.0,60.0,71.4,61.0,62.7,价格战红海
404,"High-Quality Platinum Gold Fiber Synthetic Wig, 8-Inch Short Layered Bob, Soft Silk Touch, Realistic Parting, Women's Lightweight European Style, Fashion Wig, Machine Made Wig",14.0,3.0,42.0,3.0,42.12,8.0,4,Devi Wigs,时尚配件,,,,products_new_us.csv,100.0,59.0,40.0,20.0,100.0,60.0,71.3,61.0,62.7,价格战红海
469,pixie wig short curly human hair wig machine made natural black color wig pixie cut human hair wigs for women daily party cosplay gift use wig,20.4,2.0,41.8,2.0,41.8,8.0,4,luluhairwig,时尚配件,,,,products_new_us.csv,100.0,58.9,40.0,20.0,100.0,60.0,71.3,61.0,62.7,价格战红海
475,"Luxury 24k Plated Open Ring, Retro Ethnic Adjustable Finger Ring for Women, Fashion Jewelry, Stylish Accessory",15.3,2.0,30.6,2.0,28.12,8.0,4,Golden light dot,时尚配件,,,,products_new_us.csv,100.0,58.9,40.0,20.0,100.0,60.0,71.3,61.0,62.7,价格战红海
490,LOVER EARRING,16.9,2.0,33.8,2.0,33.8,8.0,4,AKIRA,时尚配件,,,,products_new_us.csv,100.0,58.9,40.0,20.0,100.0,60.0,71.3,61.0,62.7,价格战红海
53,"Lightweight alloy sunglasses, with polarized lenses providing full-band UV protection, are suitable for driving, outdoor activities, business, and leisure",34.2,83.0,2838.6,83.0,2838.6,14.5,4,BeJoyMan,时尚配件,,,,products_new_us.csv,70.0,62.2,72.5,20.0,100.0,60.0,73.5,58.6,62.5,
224,"Elegant Square Frame Women's Blue Light Blocking Glasses, Trendy Casual Eyeglasses, Cute Transparent Design, Casual Style, Perfect Daily Accessory, Square Frames Glasses",5.0,10.0,50.0,24.0,120.0,,4,GIRR Glasses,时尚配件,,,,products_new_us.csv,100.0,47.6,60.0,20.0,100.0,60.0,63.3,66.0,62.3,价格战红海
184,Western Filigree Embroidered Lineman Hat,40.0,14.0,612.0,14.0,612.0,15.0,4,Trampin Travels,时尚配件,,,,products_new_us.csv,70.0,59.4,75.0,20.0,100.0,60.0,71.6,59.2,62.1,
210,Taoist Rune Bracelet,41.25,12.0,495.0,12.0,495.0,15.0,4,Z J LShop,时尚配件,,,,products_new_us.csv,70.0,59.3,75.0,20.0,100.0,60.0,71.5,59.2,62.1,
334,"TAO-Creative Vintage Letter Pendant Necklace, Copper Inlaid Luxury Zircon, A-Z Alphabet Pendants, 24-Inch Braided Chain, Hip Hop Style",16.95,4.0,67.8,10.0,169.5,,4,TAO-Fashion Hip Hop,时尚配件,,,,products_new_us.csv,100.0,47.0,60.0,20.0,100.0,60.0,62.9,66.0,62.1,价格战红海
256,SCREAMING LIZARD - Pack of 3 - Festival Sprout Clip / EDM Rave Hat Accessory / Lil Headbangers Collectable,12.3,8.0,98.43,125.0,1538.7,14.5,4,Lil Headbangers,时尚配件,,,,products_new_us.csv,100.0,40.5,72.5,20.0,100.0,60.0,58.3,69.1,62.0,价格战红海
12,moissanite-jewelryauction-wenny-11/8.18,1.0,353.0,353.0,367.0,367.0,,4,LUMIMOSSI,时尚配件,,,,products_new_us.csv,60.0,72.1,60.0,20.0,100.0,60.0,80.5,52.0,61.6,
14,8/18-Snow-Rings GRA Moissanite Jewelry Blink,1.0,332.0,332.0,333.0,333.0,,4,BlinkGRAlab,时尚配件,,,,products_new_us.csv,60.0,72.0,60.0,20.0,100.0,60.0,80.4,52.0,61.6,
44,"Free Gifts Color Elastic Hair Bands, Hair Ties Multi Color Hair Tie Elastic Rubber Bands for Baby Girls Small Elastic Hair Ties for Children Adult Mini Colorful Hair",19.9,102.0,2029.8,102.0,2029.8,5.0,4,ITODAY Hair,时尚配件,,,,products_new_us.csv,100.0,62.9,25.0,20.0,100.0,60.0,74.0,57.2,61.6,价格战红海
45,"Free Gifts Silk Hair Scrunchies for Women, 100% Mulberry Silk Hair Ties, No Damage for Hair 1-Pack",19.99,102.0,2038.98,102.0,2038.98,5.0,4,ITODAY Hair,时尚配件,,,,products_new_us.csv,100.0,62.9,25.0,20.0,100.0,60.0,74.0,57.2,61.6,价格战红海
89,"Trevoles Hat, Fashion Accessory for Daily Wear Casual Hat Stylish Hat",12.0,44.0,528.0,181.0,2172.0,,4,MHAZE,时尚配件,,,,products_new_us.csv,100.0,45.5,60.0,20.0,100.0,60.0,61.8,66.0,61.6,价格战红海
212,"13pcs Bohemian Style Handmade Beaded Stretch Bracelet Set, Multi-Layer Stackable Bracelets, Suitable For Women's Daily, Vacation, Party Wear",5.53,11.0,60.83,39.0,215.67,,4,M Jewelry Store,时尚配件,,,,products_new_us.csv,100.0,44.9,60.0,20.0,100.0,60.0,61.5,66.0,61.5,价格战红海
156,"Protection Brooch for Pregnancy & Baby Religious Charm Maternity Safety Pin Brooch – Virgin Mary, Cross & Evil Eye Belly Jewelry Pin",,19.0,219.62,19.0,219.62,16.5,4,ARKENIA,时尚配件,,,,products_new_us.csv,60.0,59.6,82.5,20.0,100.0,60.0,71.7,57.6,61.3,高佣爆款
40,ITEM SHOWN ON SCREEN | HANDMADE POLYMER CLAY EARRINGS | ALL SALES FINAL,30.0,118.0,3540.0,118.0,3540.0,,4,Creative Clay,时尚配件,,,,products_new_us.csv,70.0,63.5,60.0,20.0,100.0,60.0,74.5,55.5,61.1,
90,14K Gold Plated Initial Heart Pendant Necklace Dainty Layered Y Chain Personalized Hollow Heart Letter A-Z Long Necklace Sunshine Beach Jewelry Holiday Gift Couple Necklace,6.72,43.0,288.96,43.0,288.96,5.0,4,Seasons Jewel,时尚配件,,,,products_new_us.csv,100.0,60.6,25.0,20.0,100.0,60.0,72.4,57.2,60.9,价格战红海
15,Moissanite jewelry auction-Nora-08/18-5-B,2.0,288.0,3744.0,317.0,634.0,,4,BestStoneshop,时尚配件,,,,products_new_us.csv,60.0,68.5,60.0,20.0,100.0,60.0,77.9,52.0,60.5,
228,"Gold Bow Jewelry Set – Cute Huggie Hoop Earrings, Dainty Choker Necklace & Stackable Beaded Bracelets for Women Girls, Hypoallergenic Cubic Zirconia Pearl Gifts for Birthday Wedding ﻿",8.0,10.0,80.0,10.0,81.0,5.0,4,Free Shipping Fashion Shop,时尚配件,,,,products_new_us.csv,100.0,59.3,25.0,20.0,100.0,60.0,71.5,57.2,60.5,价格战红海
18,Monday Jewelry Show,1.0,227.0,227.0,227.0,227.0,,4,Scarlett.R,时尚配件,,,,products_new_us.csv,60.0,67.9,60.0,20.0,100.0,60.0,77.5,52.0,60.4,
99,"3Pcs/2Pcs/1Pcs Women’s Y2K Leopard Plush Waist Belt, Soft Furry Animal Print Decorative Accessory, Trendy Streetwear Waistband, Stylish Belt for Festival Outfits, Parties & Alternative Alt Fashion Looks",,39.0,428.61,39.0,428.61,15.0,4,Easy Choice,时尚配件,,,,products_new_us.csv,60.0,60.4,75.0,20.0,100.0,60.0,72.3,55.8,60.4,
397,N188 Heart Necklace - Gold Plated 14k,35.0,3.0,105.0,3.0,105.0,13.0,4,ERS QUALITY CORP,时尚配件,,,,products_new_us.csv,70.0,59.0,65.0,20.0,100.0,60.0,71.3,56.8,60.4,
410,2 pack Bee Feeder for Mason Jar Regular and Wide Mouth Mason Jar Compatible Silicone Bee Sugar Water Feeder for Outside Garden,12.76,3.0,38.28,3.0,38.28,5.0,4,Pinwhat,时尚配件,,,,products_new_us.csv,100.0,59.0,25.0,20.0,100.0,60.0,71.3,57.2,60.4,价格战红海
19,AB2 Fashionable camera,1.0,217.0,217.0,218.0,218.0,,4,VetroLux Co,时尚配件,,,,products_new_us.csv,60.0,67.4,60.0,20.0,100.0,60.0,77.2,52.0,60.2,
82,SIMULATED DIAMOND RING,46.0,49.0,2254.0,49.0,2254.0,,4,The Carat Lab,时尚配件,,,,products_new_us.csv,70.0,60.8,60.0,20.0,100.0,60.0,72.6,55.5,60.2,
91,8/17 Rings/ Necklaces / Bracelets,33.0,43.0,1419.0,43.0,1419.0,,4,Luxemodeboutique1,时尚配件,,,,products_new_us.csv,70.0,60.6,60.0,20.0,100.0,60.0,72.4,55.5,60.2,
159,"TAO-Creative Zircon Heart Pendant Necklace, 24-Inch Braided Chain, Hip Hop Style, Luxurious and Versatile, Stainless Steel, All Seasons, Heart Shaped Necklace",27.5,18.0,495.0,18.0,495.0,,4,TAO-Fashion Hip Hop,时尚配件,,,,products_new_us.csv,70.0,59.6,60.0,20.0,100.0,60.0,71.7,55.5,59.9,
393,Black Heart Necklace,3.99,3.0,11.97,3.0,11.97,15.0,4,LAVENHUE,时尚配件,,,,products_new_us.csv,60.0,59.0,75.0,20.0,100.0,60.0,71.3,55.8,59.9,
412,"Bow Design Hair Drying Caps (4/2 Pack) – Ultra Soft Absorbent Microfiber Turban Towel Wraps for Women & Girls, Reusable Quick-Dry Hair Care Accessory for Shower, Bathroom & Daily Styling Use",,3.0,26.7,3.0,26.67,15.0,4,BB549 shop,时尚配件,,,,products_new_us.csv,60.0,59.0,75.0,20.0,100.0,60.0,71.3,55.8,59.9,
205,SOFT STYLE PANT SET FINAL SALE NO REFUND,45.0,12.0,540.0,12.0,540.0,,4,Hey Sister and Co,时尚配件,,,,products_new_us.csv,70.0,59.3,60.0,20.0,100.0,60.0,71.5,55.5,59.8,
209,DOUBLE ZERO HOODIES FINAL SALE,38.0,12.0,456.0,12.0,456.0,,4,Hey Sister and Co,时尚配件,,,,products_new_us.csv,70.0,59.3,60.0,20.0,100.0,60.0,71.5,55.5,59.8,
232,POLKA DOT TANK FINAL SALE,32.0,9.0,288.0,9.0,288.0,,4,Hey Sister and Co,时尚配件,,,,products_new_us.csv,70.0,59.2,60.0,20.0,100.0,60.0,71.5,55.5,59.8,
236,"Sendero Provisions Co. Ferdinand Bull Embroidered Baseball Cap, Classic Black Snapback with Western Style and Adjustable Fit, Fashion Hats, Black Caps, Bull Hat, Casual Trendy Hat",38.12,9.0,343.08,9.0,343.08,,4,Mass Depot,时尚配件,,,,products_new_us.csv,70.0,59.2,60.0,20.0,100.0,60.0,71.5,55.5,59.8,
249,"BROWN, MAROOM BUTTON SWEATER FINAL SALE",40.0,8.0,320.0,8.0,320.0,,4,Hey Sister and Co,时尚配件,,,,products_new_us.csv,70.0,59.2,60.0,20.0,100.0,60.0,71.4,55.5,59.8,
255,BROWN AND CREAM SWEATER FINAL SALE NO REFUND,36.0,8.0,288.0,8.0,288.0,,4,Hey Sister and Co,时尚配件,,,,products_new_us.csv,70.0,59.2,60.0,20.0,100.0,60.0,71.4,55.5,59.8,
17,Moissanite jewelry auction-lrene-08/18-5-A,2.0,269.0,794.0,337.0,674.0,,4,BestStoneshop,时尚配件,,,,products_new_us.csv,60.0,65.5,60.0,20.0,100.0,60.0,75.9,52.0,59.7,
21,SIGNATURE FASHION JEWELRY,3.0,187.0,1085.0,192.0,576.0,,4,dealafterdeal,时尚配件,,,,products_new_us.csv,60.0,65.8,60.0,20.0,100.0,60.0,76.0,52.0,59.7,
167,"1/2-Pack Dual Compartment Double Glasses Case, Portable Eyewear Organizer with Zipper Closure, Compact Secure Clip-On Eye Glass Holder for Travel & Daily Carry",,17.0,203.83,17.0,203.83,14.5,4,DDG shop,时尚配件,,,,products_new_us.csv,60.0,59.5,72.5,20.0,100.0,60.0,71.7,55.1,59.7,
268,GREY+CREAM SWEATER FINAL SALE,36.0,7.0,252.0,7.0,252.0,,4,Hey Sister and Co,时尚配件,,,,products_new_us.csv,70.0,59.1,60.0,20.0,100.0,60.0,71.4,55.5,59.7,
270,DOUBLE ZERO BROWN SWEATER FINAL SALE NO REFUND,38.0,7.0,266.0,7.0,266.0,,4,Hey Sister and Co,时尚配件,,,,products_new_us.csv,70.0,59.1,60.0,20.0,100.0,60.0,71.4,55.5,59.7,
281,Women's Geometric Auspicious Panna Green Beaded Pendant Necklace - Single Strand Fashionable Costume Jewelry with Green Bead Accent & Subtle Detail for Casual Everyday Wear,34.99,6.0,209.94,6.0,209.94,,4,Glam Jewellery Accs. LLC,时尚配件,,,,products_new_us.csv,70.0,59.1,60.0,20.0,100.0,60.0,71.4,55.5,59.7,
284,CAMO SWEATSHIRT FINAL SALE NO REFUND,35.0,6.0,210.0,6.0,210.0,,4,Hey Sister and Co,时尚配件,,,,products_new_us.csv,70.0,59.1,60.0,20.0,100.0,60.0,71.4,55.5,59.7,
297,"TAO-Luxurious Zircon Costume Jewelry Necklace, No Excuse Letter Pendant, 24-Inch Braided Chain, Hip Hop Style, All Seasons, Street Fashion, Unisex Jewelry, Shining Necklace",30.3,6.0,181.8,6.0,181.8,,4,TAO-Fashion Hip Hop,时尚配件,,,,products_new_us.csv,70.0,59.1,60.0,20.0,100.0,60.0,71.4,55.5,59.7,
320,CREAM SWEATER FINAL SALE,32.0,5.0,160.0,5.0,160.0,,4,Hey Sister and Co,时尚配件,,,,products_new_us.csv,70.0,59.1,60.0,20.0,100.0,60.0,71.3,55.5,59.7,
325,BROWN + BLUE SWEATER TOP,38.0,5.0,190.0,5.0,190.0,,4,Hey Sister and Co,时尚配件,,,,products_new_us.csv,70.0,59.1,60.0,20.0,100.0,60.0,71.3,55.5,59.7,
355,14K ARETES NO RETURNS NO CANCELACIONES,38.0,4.0,273.0,4.0,152.0,,4,ZzocaloJewelry,时尚配件,,,,products_new_us.csv,70.0,59.0,60.0,20.0,100.0,60.0,71.3,55.5,59.7,
360,GOLD BUTTON SWEATER FINAL SALE,45.0,4.0,180.0,4.0,180.0,,4,Hey Sister and Co,时尚配件,,,,products_new_us.csv,70.0,59.0,60.0,20.0,100.0,60.0,71.3,55.5,59.7,
413,"Holylegend S925-Plated Franco Chain Necklace Chain，Secure Clasp, Gift，ideal womens gift， Fresh Gold Styles For Everyday Wear",26.19,3.0,78.59,3.0,78.59,12.0,4,Holylegend Jewelry USA,时尚配件,,,,products_new_us.csv,70.0,59.0,60.0,20.0,100.0,60.0,71.3,55.5,59.7,
434,PURPLE BLOUSE FINAL SALE NO REFUND,34.0,3.0,102.0,3.0,102.0,,4,Hey Sister and Co,时尚配件,,,,products_new_us.csv,70.0,59.0,60.0,20.0,100.0,60.0,71.3,55.5,59.7,
437,MAROON AND CREAM SWEATER FINAL SALE NO REFUND,38.0,3.0,114.0,3.0,114.0,,4,Hey Sister and Co,时尚配件,,,,products_new_us.csv,70.0,59.0,60.0,20.0,100.0,60.0,71.3,55.5,59.7,
445,NAVY AND CREAM TOP FINAL SALE NO REFUND,30.0,2.0,60.0,2.0,60.0,,4,Hey Sister and Co,时尚配件,,,,products_new_us.csv,70.0,58.9,60.0,20.0,100.0,60.0,71.3,55.5,59.7,
446,"Women's Silver Grey 28-Inch Long Straight 13x4 Free Part Lace Front Wig, Heat Resistant Synthetic Fiber, for Daily Use, Party Cosplay",33.9,2.0,67.8,2.0,67.8,12.0,4,FineMe Hair,时尚配件,,,,products_new_us.csv,70.0,58.9,60.0,20.0,100.0,60.0,71.3,55.5,59.7,
480,14#RM-Cuban-10-24,26.0,2.0,52.0,2.0,52.0,,4,Holylegend Jewelry USA,时尚配件,,,,products_new_us.csv,70.0,58.9,60.0,20.0,100.0,60.0,71.3,55.5,59.7,
251,BULK ORDER SCREAMING LIZARD - Festival Hat Sprouts,,8.0,467.92,8.0,467.92,14.5,4,Lil Headbangers,时尚配件,,,,products_new_us.csv,60.0,59.2,72.5,20.0,100.0,60.0,71.4,55.1,59.6,
285,"Boho Adjustable Anklet Set - Unisex Colorful Waterproof Braided Rope Ankle Bracelets with Chrysanthemum Charms, 4-24 PCS Packs (4-Piece Orange, Chrysanthemum, Pure Fabric), Outdoors Sports Summer Jewelry for Male, Chrysanthemum 24",,6.0,53.94,6.0,53.94,14.5,4,QUR5 shop,时尚配件,,,,products_new_us.csv,60.0,59.1,72.5,20.0,100.0,60.0,71.4,55.1,59.6,
